movie_info_ID,genre_ID
452,16
453,1
453,2
453,16
453,7
454,9
454,3
454,2
455,1
455,7
455,11
455,16
455,18
456,2
456,4
456,8
456,9
457,1
457,4
457,5
458,3
458,8
458,2
459,18
459,11
460,11
460,13
461,1
461,16
461,2
462,3
462,1
462,9
462,2
463,15
463,7
465,4
466,2
466,16
467,2
467,13
467,4
467,3
467,8
468,4
469,1
469,18
470,2
470,3
470,4
470,8
470,9
471,9
471,1
472,2
472,7
472,8
474,1
474,2
474,9
475,11
475,13
475,18
476,4
476,1
477,1
477,18
478,15
479,4
479,8
480,1
480,5
480,18
481,8
481,9
481,4
481,2
481,12
481,17
482,1
482,18
482,5
483,11
483,18
484,1
485,3
485,16
485,1
486,1
486,16
486,2
487,3
487,8
487,2
487,9
488,3
488,4
489,7
490,15
490,7
490,1
491,2
491,3
491,7
491,8
492,18
492,11
493,11
493,9
494,11
494,13
495,8
495,9
495,3
495,15
497,2
497,9
497,1
498,12
499,11
499,16
500,15
500,7
501,1
501,2
501,16
502,1
502,18
502,5
503,7
503,15
503,4
504,18
504,11
504,5
505,3
505,8
506,1
506,10
506,2
506,7
508,11
509,4
510,7
511,2
511,9
511,1
512,3
512,1
512,16
513,2
513,1
513,16
514,1
514,2
514,9
514,17
515,1
515,2
515,9
516,16
516,1
516,2
517,1
517,18
518,3
518,4
518,13
519,8
519,3
520,2
520,8
520,7
521,18
521,13
522,3
522,2
522,4
522,8
522,9
522,11
523,7
523,13
524,16
524,2
526,3
527,3
527,4
527,8
527,2
528,2
528,1
528,9
529,1
529,2
529,9
530,3
530,4
530,8
530,2
531,1
532,1
532,16
532,9
533,3
533,4
533,8
534,6
535,4
535,11
535,9
536,3
537,4
538,7
538,10
539,2
539,9
539,7
539,15
540,11
540,18
541,7
542,3
542,2
542,9
543,1
543,18
544,1
544,7
544,2
545,7
545,8
546,1
546,4
546,2
547,1
547,7
547,18
548,16
548,1
548,18
549,7
550,1
550,10
550,2
550,7
551,4
552,3
552,1
552,9
553,8
553,7
554,18
554,17
554,1
555,9
555,1
555,2
555,7
556,3
556,8
556,9
557,8
557,4
557,9
557,17
558,6
559,7
559,10
560,1
560,9
560,2
561,4
561,9
562,16
562,4
563,18
564,5
564,7
565,11
566,3
566,1
566,16
567,1
567,9
567,11
567,4
568,1
568,18
569,15
569,7
570,2
570,1
570,16
571,11
571,13
571,16
572,7
572,16
572,18
573,6
574,3
574,1
574,2
574,4
574,8
574,20
575,5
575,4
575,1
575,2
576,1
576,13
576,18
576,16
577,1
577,18
578,2
578,9
578,1
579,1
579,2
579,9
580,7
580,10
580,2
580,1
580,9
580,13
581,3
581,1
581,2
581,9
582,7
583,3
583,8
583,4
583,9
583,7
584,4
584,7
585,2
585,1
585,16
586,4
587,2
587,9
587,7
587,15
588,18
589,18
589,11
590,1
590,2
590,16
591,4
592,7
592,1
592,5
592,18
593,8
593,7
594,8
594,2
594,3
594,4
594,9
595,8
595,3
595,9
595,2
595,4
596,8
596,3
596,4
596,9
596,2
596,12
597,1
597,2
597,16
598,16
598,2
598,13
599,3
599,8
599,4
600,9
600,7
600,5
601,3
601,1
601,2
601,16
602,2
602,9
602,7
602,1
604,5
604,7
605,7
605,15
606,2
606,1
606,16
607,1
607,2
607,16
608,5
608,18
608,7
609,16
609,1
609,9
609,2
610,2
610,9
610,8
611,9
611,1
611,11
612,11
612,18
613,18
614,7
614,4
615,1
615,2
615,3
615,8
615,4
616,18
616,7
617,7
617,10
618,2
618,9
618,4
618,8
618,11
619,16
619,7
620,11
620,18
621,1
621,7
621,10
622,9
622,7
622,11
623,15
623,4
623,7
624,11
624,7
625,5
626,16
626,1
628,7
628,5
629,2
629,9
629,1
630,4
631,7
631,15
632,5
632,7
632,13
632,15
633,20
633,18
634,1
634,2
634,16
634,9
635,2
635,1
635,18
636,7
636,1
636,18
637,6
638,1
638,16
638,2
639,3
639,2
639,4
639,8
639,1
639,9
640,3
640,8
641,1
641,16
641,2
642,9
642,3
642,8
643,11
643,13
643,18
644,16
644,1
644,2
644,4
646,3
646,1
646,2
646,11
647,2
647,9
647,1
648,18
649,1
649,2
649,16
650,7
650,9
650,13
651,16
651,7
651,2
652,4
653,18
654,1
654,2
654,4
655,1
655,2
655,16
656,4
656,5
657,5
657,4
658,3
658,1
658,16
659,2
659,1
659,16
660,11
660,13
661,19
661,1
662,2
662,7
662,10
663,7
663,18
664,11
664,1
664,18
665,4
666,11
666,13
666,18
667,9
667,7
667,15
668,16
668,1
668,7
668,18
669,1
669,5
669,7
670,11
670,18
670,2
670,1
671,11
671,13
672,7
672,5
673,15
673,8
673,3
673,9
675,16
675,1
675,18
675,2
676,18
677,1
677,2
677,16
678,1
678,2
678,9
679,7
679,9
680,9
680,1
681,4
682,3
682,4
682,9
683,20
684,4
685,6
686,4
686,7
687,11
687,13
688,11
688,18
689,1
689,13
689,16
689,18
690,3
690,1
690,2
690,9
691,11
691,13
691,18
692,2
692,9
692,8
693,1
693,16
694,7
694,9
694,15
694,4
695,3
695,4
695,8
696,3
696,8
696,4
696,2
696,13
697,1
697,9
697,16
697,2
698,3
698,2
698,8
698,20
699,7
699,15
699,2
700,6
701,18
702,2
702,1
702,9
704,13
704,2
704,4
705,1
705,2
705,16
705,18
706,1
706,2
706,4
707,20
707,3
707,2
707,4
707,8
707,7
708,18
708,17
709,3
709,8
709,4
709,16
710,4
711,4
711,8
711,3
712,8
712,2
712,3
712,7
713,15
713,9
713,3
714,1
714,18
715,3
715,1
715,9
715,16
716,8
716,3
716,2
716,4
717,2
717,9
717,15
718,1
718,5
718,11
718,18
719,16
719,11
720,9
720,2
720,1
720,8
720,15
721,11
722,1
722,2
722,5
723,1
723,2
723,3
723,8
724,11
725,15
725,9
725,8
725,7
727,8
727,3
727,4
727,2
728,18
728,1
728,5
729,19
729,7
729,10
730,11
730,1
730,2
731,7
731,5
732,3
732,8
732,16
732,4
733,4
733,1
734,4
735,1
735,18
736,3
736,8
736,4
736,2
737,7
737,4
738,5
738,18
738,17
739,18
739,1
740,3
740,1
740,16
741,11
741,18
741,13
742,7
743,4
743,15
744,18
744,11
745,1
745,2
745,16
745,18
746,18
746,3
746,1
746,4
746,11
746,13
747,3
747,2
747,16
748,1
748,16
748,11
749,18
749,16
750,1
750,5
750,18
751,3
751,1
751,2
751,10
751,7
751,9
752,16
752,18
753,1
753,2
753,16
754,11
755,4
755,18
755,7
756,1
756,2
756,9
757,2
757,4
757,9
758,1
758,3
758,16
759,2
759,3
759,8
760,3
760,9
760,2
761,3
761,8
761,4
761,16
762,3
762,9
762,1
763,3
763,1
763,7
763,16
764,18
765,3
765,8
765,16
766,3
766,4
766,9
766,2
766,8
767,7
767,4
768,9
768,2
768,1
769,1
769,5
769,7
769,2
769,18
770,7
771,7
772,7
773,11
773,7
773,16
774,3
774,8
775,7
775,15
776,11
777,3
777,4
777,9
777,2
778,6
779,12
779,6
780,7
780,6
781,8
781,2
781,3
781,1
782,3
782,4
782,8
783,2
783,1
783,9
784,7
784,12
784,10
785,3
785,7
785,4
785,11
785,9
786,1
786,18
786,5
787,7
787,11
788,7
788,10
789,1
789,18
789,16
790,1
790,10
790,7
790,19
791,18
791,1
792,2
792,3
792,4
792,8
793,8
793,9
793,2
793,1
794,18
794,1
794,5
795,16
795,2
795,1
796,1
796,7
797,16
797,1
797,2
798,11
799,3
799,2
799,9
799,1
799,8
800,5
800,4
801,18
801,5
801,7
802,11
802,13
803,3
803,4
803,16
803,9
804,2
804,3
804,4
804,9
805,1
805,18
805,5
806,7
806,18
806,4
807,3
807,8
807,9
807,2
807,4
807,15
809,11
810,11
810,1
810,9
811,4
812,7
812,17
813,1
813,2
813,16
814,7
815,3
815,16
815,8
815,4
816,1
816,2
816,16
817,9
817,1
817,2
817,3
817,4
817,8
818,1
818,2
818,18
819,8
819,3
819,4
819,5
820,17
820,18
820,7
821,7
822,18
823,8
823,3
823,4
823,2
824,4
824,15
824,7
825,1
825,2
825,16
826,1
826,2
826,18
827,11
827,18
828,8
828,9
828,2
830,11
831,1
831,2
831,7
832,2
832,3
832,8
833,15
833,7
834,1
834,18
835,11
836,9
836,2
836,8
836,7
837,9
837,2
837,3
837,8
838,11
838,13
839,16
839,1
839,2
839,18
840,3
840,1
841,5
841,17
842,3
842,9
842,8
843,1
843,2
844,9
844,1
844,2
845,1
845,3
845,16
846,3
846,2
846,8
847,4
847,7
848,8
848,9
848,15
850,18
850,1
851,15
851,4
851,3
852,11
852,18
853,7
854,1
854,5
855,15
855,7
855,4
856,1
856,18
856,13
857,1
857,7
857,2
858,7
858,18
859,1
859,2
859,7
859,8
861,2
861,9
861,7
861,15
862,1
862,5
862,7
862,18
863,3
863,2
863,8
863,9
864,7
865,11
865,18
865,9
866,2
866,4
866,8
867,3
867,4
867,2
867,8
868,11
868,18
869,4
869,7
869,15
870,3
870,2
870,4
870,9
871,1
871,4
871,16
872,3
872,7
872,9
872,15
873,9
873,3
873,8
874,18
874,13
874,16
875,1
875,5
875,18
876,4
876,15
877,7
877,4
878,1
878,2
878,9
879,3
879,8
880,15
880,7
881,6
881,12
882,4
883,18
883,13
883,11
884,3
884,7
884,15
884,9
885,3
885,4
885,8
885,12
887,1
887,2
887,3
887,4
887,8
888,5
888,1
888,2
889,7
889,15
890,1
890,2
890,9
891,3
891,4
891,9
892,2
892,9
892,15
892,8
894,8
894,3
894,2
896,3
896,7
897,10
897,15
898,1
898,2
898,3
898,8
899,18
899,13
899,16
900,13
900,18
900,11
901,1
901,7
901,16
902,7
903,10
903,7
904,1
904,18
904,16
905,4
906,7
906,15
906,13
907,15
907,7
908,3
908,8
908,4
908,9
909,9
909,1
909,2
910,5
910,7
910,18
910,1
911,3
911,4
911,8
912,11
912,18
913,8
913,3
913,4
913,9
913,11
915,4
915,8
915,3
916,1
916,16
917,3
917,2
917,4
917,8
918,8
918,3
918,4
918,9
918,2
918,1
919,16
919,7
920,4
921,1
921,2
921,9
921,7
922,18
922,5
922,7
923,2
923,9
923,8
924,4
925,11
925,18
926,18
926,11
926,7
927,7
927,13
927,18
928,18
928,1
929,1
929,3
929,16
930,18
930,9
930,11
931,6
932,16
932,11
932,1
933,7
934,9
934,4
935,7
935,15
936,3
936,8
936,9
936,2
937,11
937,18
938,8
938,3
938,2
938,4
939,3
939,8
940,3
940,16
940,8
941,7
941,10
941,19
942,2
942,3
942,4
942,8
943,2
943,3
943,4
943,8
944,2
944,1
944,16
944,9
945,4
945,15
946,7
946,10
947,7
947,2
947,16
947,8
948,3
948,8
948,16
949,3
949,4
949,8
949,20
950,3
950,8
951,4
952,18
952,13
953,11
953,18
954,3
954,9
954,8
955,7
955,5
955,4
956,1
956,9
956,11
957,7
957,19
958,8
958,3
958,9
958,2
958,4
958,12
959,11
959,13
959,18
960,1
960,18
960,5
961,4
961,11
962,11
962,18
963,1
963,2
963,18
964,16
964,1
964,18
965,11
965,18
966,8
966,3
966,2
966,9
967,18
967,5
968,5
968,1
969,4
970,15
970,7
971,4
972,12
972,7
973,5
973,1
973,16
974,7
974,15
975,3
975,9
975,2
976,15
976,4
977,7
978,7
978,10
979,4
979,11
980,7
980,18
980,19
981,18
981,7
982,12
982,6
983,7
983,18
983,13
985,7
986,11
986,9
987,11
987,13
987,18
988,3
988,1
988,16
988,7
988,9
989,1
989,2
989,16
990,4
991,3
991,7
991,8
992,7
992,12
993,7
993,1
994,8
994,3
994,15
994,9
995,1
995,2
995,16
996,18
996,7
996,11
997,3
997,2
997,1
997,9
998,3
998,2
998,8
998,9
998,4
998,1
999,2
999,7
999,8
1000,1
1000,2
1000,19
1001,7
1001,10
1002,6
1003,1
1003,2
1003,16
1004,2
1004,4
1004,16
1005,2
1005,1
1005,16
1006,11
1006,16
1006,1
1006,9
1007,7
1007,18
1008,1
1008,2
1008,5
1008,18
1009,6
1010,7
1011,9
1011,1
1012,16
1012,1
1013,11
1013,18
1014,9
1014,1
1014,2
1015,17
1015,8
1015,4
1015,12
1016,1
1016,9
1016,11
1016,17
1017,1
1017,3
1017,16
1018,1
1018,18
1019,2
1019,9
1019,8
1020,2
1020,3
1020,8
1020,4
1020,16
1021,7
1023,4
1023,12
1024,4
1025,7
1025,10
1025,15
1026,11
1027,2
1027,1
1027,18
1027,16
1028,18
1028,1
1028,7
1028,16
1029,3
1029,2
1029,8
1029,9
1029,4
1030,1
1030,5
1031,7
1032,8
1032,3
1033,1
1033,2
1033,9
1034,7
1035,7
1035,15
1036,3
1036,9
1036,1
1037,11
1037,18
1038,8
1038,3
1038,9
1039,11
1039,9
1039,1
1039,16
1040,4
1040,12
1041,16
1041,1
1041,18
1041,2
1042,2
1042,3
1042,4
1042,8
1043,1
1043,3
1043,16
1044,1
1044,3
1044,16
1045,18
1046,11
1046,16
1047,18
1047,5
1047,7
1048,6
1048,18
1049,7
1049,18
1050,4
1050,15
1051,11
1052,13
1052,18
1052,5
1052,7
1053,7
1054,1
1054,2
1054,5
1055,1
1055,5
1055,18
1056,1
1056,7
1056,13
1056,18
1056,5
1057,5
1057,7
1057,18
1058,4
1059,7
1059,17
1060,3
1060,4
1060,8
1060,9
1061,2
1061,8
1061,9
1062,11
1062,18
1063,7
1063,9
1063,11
1063,18
1064,4
1064,9
1065,3
1065,4
1065,8
1065,20
1065,2
1066,11
1067,1
1068,11
1069,1
1070,8
1070,2
1070,3
1070,4
1071,7
1071,5
1071,18
1072,3
1072,1
1072,4
1073,11
1073,7
1073,13
1074,4
1074,9
1075,4
1076,7
1076,5
1077,1
1077,18
1077,16
1078,1
1078,2
1078,16
1079,3
1079,8
1082,7
1082,15
1083,5
1083,18
1084,3
1084,4
1084,8
1084,9
1085,1
1085,18
1086,11
1086,13
1086,18
1087,3
1087,1
1087,2
1087,4
1087,7
1087,9
1087,15
1088,15
1088,4
1089,18
1089,7
1089,5
1090,18
1090,1
1090,9
1091,3
1091,1
1091,16
1092,15
1092,4
1093,4
1093,8
1094,11
1094,1
1094,18
1095,16
1095,1
1095,2
1095,18
1096,9
1096,3
1096,1
1097,1
1097,18
1097,5
1098,7
1098,15
1099,1
1099,18
1100,1
1100,16
1101,1
1101,7
1102,3
1102,1
1102,16
1103,3
1103,8
1103,4
1103,2
1104,3
1104,7
1104,9
1104,8
1105,1
1105,18
1105,7
1106,4
1107,7
1107,10
1108,11
1108,13
1108,5
1109,1
1110,1
1110,5
1110,18
1111,16
1111,11
1111,13
1112,5
1112,7
1112,11
1112,18
1113,1
1113,7
1114,8
1114,3
1114,4
1114,1
1115,18
1116,1
1116,3
1116,9
1117,3
1117,8
1117,2
1117,4
1118,7
1119,18
1119,5
1119,7
1120,3
1120,15
1120,8
1121,18
1122,4
1122,1
1122,5
1123,2
1123,3
1124,8
1124,4
1124,2
1124,3
1124,9
1125,16
1125,2
1125,9
1126,13
1126,18
1126,11
1127,6
1128,3
1128,1
1128,4
1128,8
1129,3
1129,1
1129,9
1130,11
1130,13
1131,18
1131,11
1131,7
1132,1
1132,2
1132,9
1133,3
1133,8
1133,2
1133,9
1133,15
1135,7
1136,3
1136,8
1136,9
1136,2
1138,1
1138,5
1138,18
1139,7
1140,1
1140,16
1140,18
1141,3
1141,9
1142,1
1142,18
1143,4
1143,8
1143,3
1144,1
1144,9
1145,18
1145,11
1146,1
1146,11
1146,16
1147,4
1148,3
1148,8
1149,11
1149,18
1150,7
1151,11
1152,7
1152,10
1153,7
1153,15
1154,4
1154,7
1155,16
1155,4
1155,7
1156,7
1156,2
1156,16
1157,4
1157,7
1157,15
1158,11
1158,18
1159,4
1159,5
1160,1
1160,5
1160,18
1161,2
1161,1
1161,3
1162,15
1163,3
1163,8
1163,2
1163,4
1164,7
1164,18
1164,5
1165,7
1165,8
1165,9
1166,1
1166,16
1166,18
1167,8
1167,9
1168,4
1168,20
1169,1
1169,2
1169,16
1170,7
1170,16
1170,19
1171,1
1171,9
1171,18
1172,3
1172,2
1172,4
1172,8
1172,9
1173,3
1173,2
1173,9
1173,4
1173,8
1174,2
1174,1
1175,14
1176,11
1176,13
1177,2
1177,1
1177,16
1178,18
1179,18
1179,2
1179,1
1180,18
1181,1
1181,18
1181,16
1182,3
1182,4
1182,8
1183,16
1183,1
1183,2
1184,1
1184,2
1186,3
1186,8
1186,4
1187,1
1187,4
1187,5
1188,11
1188,18
1188,13
1189,2
1189,8
1189,9
1190,9
1190,4
1190,8
1191,1
1191,7
1191,10
1192,7
1193,7
1193,13
1194,19
1194,7
1194,10
1195,5
1196,7
1197,3
1197,9
1197,2
1197,1
1198,1
1198,18
1198,16
1199,9
1199,11
1199,4
1200,8
1200,3
1200,9
1200,1
1200,2
1201,1
1201,2
1201,9
1202,4
1202,8
1202,9
1203,1
1203,2
1203,16
1204,9
1204,11
1204,1
1204,2
1206,16
1206,1
1206,2
1207,1
1207,2
1207,9
1208,1
1208,18
1208,2
1209,11
1210,4
1210,5
1210,13
1211,3
1211,8
1212,8
1212,4
1212,9
1213,3
1213,1
1213,9
1214,16
1214,18
1214,13
1214,11
1215,16
1215,1
1216,7
1217,3
1217,8
1218,5
1218,18
1218,7
1219,3
1219,8
1219,2
1219,9
1221,7
1222,7
1222,10
1222,15
1223,1
1223,13
1223,2
1224,15
1225,11
1225,18
1226,3
1226,1
1226,16
1227,1
1227,4
1227,5
1228,4
1228,15
1229,1
1229,3
1229,2
1229,4
1229,9
1230,1
1230,18
1231,4
1231,8
1231,9
1232,18
1232,11
1233,2
1233,9
1233,1
1235,4
1235,18
1235,11
1236,1
1236,2
1236,9
1237,7
1237,10
1238,1
1238,2
1238,9
1239,13
1239,18
1239,7
1239,16
1240,4
1240,7
1241,11
1241,18
1242,1
1242,4
1242,5
1243,3
1243,8
1243,4
1243,9
1244,1
1244,5
1245,1
1245,2
1245,9
1246,8
1246,12
1246,2
1246,4
1246,9
1246,17
1247,4
1247,8
1247,2
1248,7
1249,4
1249,11
1250,15
1250,11
1250,18
1250,13
1250,9
1251,7
1251,15
